unmatched log - 2026-03-13T05:52:21.725Z
合計: 1050行

案件管理番号 | システム名 | 対応内容
2025030500018 | IRIS | 量販チャネルコードで店頭スマホサポート他社端末向けメニューをA003設定値に応じ表示制御する
2025030500018 | IRIS | 量販チャネルコードで継続利用特典引換ブックマークを全量販店舗に表示する機能を追加する
2025030500018 | GINIE POS | 量販チャネルで店頭スマホサポート受付時にインセンティブ予測計算ロジックを新設する
2025030500018 | GINIE POS | 量販チャネル受付の実績情報を実績PFへ連携しチャネル別インセンティブ計算を可能とする
2025030500018 | 実績PF | MARSからの量販チャネル識別付き店頭スマホサポート実績を受信しインセンティブ計上を行う
2025030500018 | Cindy_M00364 | 量販チャネルでの継続利用特典引換およびクーポン利用の受付判定にA003設定値3・4を使用する
2025030500018 | Cindy_M00364 | 量販チャネルでアクセサリクーポン利用時に店頭スマホサポート定額フルプラン継続特典を適用する
2025030500018 | CindyM_M00648 | 店頭スマホサポート量販定額加入時の通知メール文面をショップとは別テンプレートで送信する
2025030500018 | CindyM_M00648 | 量販チャネルで送信したメール通知履歴をコンタクト履歴（Omnibus）へ自動反映する
2025030500018 | OBS | 来店予約画面「その他」配下に量販店舗向け店頭スマホサポートメニュー3種を表示する
2025030500018 | OBS | MARSからの来店予約可否情報に基づき量販店舗を来店予約検索対象として表示制御する
2025030500018 | Lampas_M00881 | キャリアフリーサービス新規・単独申込時に量販チャネル受付を識別し後続処理へ連携する
2025030500018 | Cafe_M00875 | キャリアフリーサービス支払方法更新時に量販チャネル受付情報を併せて管理する
2025030500018 | KIIRO_M00487 | 店頭スマホサポート関連手続き時にKIIRO帳票を出力しインボイス対応帳票として保管する
2025030500018 | SBPS | キャリアフリーサービスのクレジットカード請求情報に量販チャネル受付フラグを保持する
2025030500018 | NIKOLAI | キャリアフリーサービスセルフ解約予約処理で量販チャネルの契約も既存ロジックで取り扱う
2025030500018 | OBI | キャリアフリーサービスインボイス帳票出力時に量販チャネル受付分も対象として帳票を生成する
2025031300009 | 記載なし | CCOC_SVの具体的改修内容記載なし
2025031300009 | 記載なし | CCOC_CLの具体的改修内容記載なし
2025041600014 | YMフロント | 直送予約専用レジ画面で業務区分選択とSKU選択機能を追加実装
2025041600014 | YMフロント | 予約情報入力画面で氏名・生年月日・連絡先・MSN等の項目入力とバリデーションを実装
2025041600014 | YMフロント | 通常モードでCASIS認証を用いたログイン・2要素認証フローを実装
2025041600014 | YMフロント | 専用ページで予約内容の確認・メールアドレス変更・キャンセル動線を実装
2025041600014 | YMフロント | 予約完了画面で予約受付番号の表示および名寄せ注意文言を表示
2025041600014 | YMフロント | 予約申込データを契約区分別に整形しSBOLSのAPIへ連携する処理を実装
2025041600014 | YMフロント | 名寄せ結果や台数制御NGの場合のエラーメッセージ表示ロジックを追加
2025041600014 | YMフロント | 本申込専用URLから本申込レジへ遷移する導線と認証処理を実装
2025041600014 | OLS-Care_M00019 | 予約経由での本申込であることを識別し照会画面に表示する項目を追加
2025041600014 | OLS-Care_M00019 | 予約番号・本申込番号での検索項目を追加し履歴照会機能を拡張
2025041600014 | CCOC_M00321 | 予約経由本申込の審査要求受付と結果連携を現行フローに準じて対応
2025041600014 | CCOC_M00321 | AppleCare連携時の特定フラグ受信と外部審査リクエスト送信処理を追加
2025041600014 | MARS_M00306 | 予約台数制御用の商品マスタ・予約管理マスタ項目をYM用に設定可能とする
2025041600014 | MARS_M00306 | YM向け店舗マスタ定義を新規に作成しNFA経由参照に対応（O2O前提要件）
2025041600014 | Cindy_M00364 | 予約に関する問い合わせ・変更・キャンセルのコンタクト履歴自動記録を実装
2025041600014 | Cindy_M00364 | 予約関連メール送付履歴をOmnibus上に自動反映する機能を追加
2025041600014 | CASIS_M00125 | 通常モード時に予約専用ページへの2要素認証（OTP連携）を実装
2025041600014 | CASIS_M00125 | 番号移行・機種変更時のID/PW＋回線認証連携を予約専用ページに提供
2025041600014 | COP_M00365 | イベントモード時のMSN存在確認・顧客情報補完を行うCOP補完バッチIFを実装
2025041600014 | COP_M00365 | 解約・法人・滞納・MNP予約中・年齢条件等による予約不可判定ロジックを実装
2025041600014 | GINIE（記載のみ） | O2O予約・在庫割当・本登録連携仕様はPh.2要件として別途整備予定
2025041600014 | KIIRO_M00487 | 本申込時のKIIRO事業法帳票出力に予約経由案件への対応項目を追加
記載なし | Chronos Billing_M00312 | 請求関連リファレンス画面の払込処理手数料金額を200円→300円へ変更
記載なし | Chronos Billing_M00312 | 請求書タイプコードに基づく手数料判定ロジックを金額変更前提で維持し金額のみ更新
記載なし | Chronos Billing_M00312 | 請求発行時に計上する払込処理手数料の課金パラメータを300円に更新
記載なし | Chronos Billing_M00312 | 通常請求時の手数料有無情報を保存し滞納時判定に利用する項目を追加
記載なし | Chronos Billing_M00312 | 滞納請求発行時に通常時無料だった窓口請求書へ手数料300円を付与する処理を追加
記載なし | Chronos Billing_M00312 | 事業者コード別に払込処理手数料対象可否を管理するテーブルの金額を300円に更新
記載なし | Chronos Billing_M00312 | 窓口区分N/X/Zの通常請求・滞納請求で払込処理手数料を300円計上する制御に変更
記載なし | Chronos Billing_M00312 | 窓口区分Y/その他の滞納請求時のみ払込処理手数料300円を計上する制御を追加
記載なし | Chronos Billing_M00312 | 課金発生月判定ロジックで2025年10月分請求から新単価を適用する条件を追加
記載なし | Chronos Billing_M00312 | クレジット与信NG発生時に払込処理手数料300円を計上する請求生成処理を変更
記載なし | Chronos Billing_M00312 | 口座振替振替不能発生時の滞納請求に払込処理手数料300円を計上する処理に変更
記載なし | Chronos Billing_M00312 | SB・YM・LINEMO・でんき・ガス各事業者の払込処理手数料金額マスタを一括更新
記載なし | Chronos Billing_M00312 | Pepper・TEPCO等払込処理手数料対象事業者の料金テーブルを200円→300円へ変更
記載なし | Chronos Billing_M00312 | 請求書メッセージ生成処理で表示する払込処理手数料金額を300円に更新
記載なし | Chronos Billing_M00312 | 請求確定通知データに出力する払込処理手数料金額項目を300円に変更
記載なし | Chronos Billing_M00312 | My SoftBank向け連携データ内の払込処理手数料金額フィールドを300円へ変更
記載なし | Chronos Billing_M00312 | My Y!mobile向け連携データ内の払込処理手数料金額フィールドを300円へ変更
記載なし | Chronos Billing_M00312 | LINEMO向け料金照会データ連携の払込処理手数料金額を300円に変更
記載なし | Chronos Billing_M00312 | 請求パターン別（通常・滞納・クレ与信NG）テストデータの期待値を300円に更新
記載なし | Chronos Billing_M00312 | CN会議資料と同一ロジックで手数料内訳に発行手数料を含める計算処理を確認・維持
記載なし | 記載なし | IVCにおける払込処理手数料リファレンス表示金額を200円→300円に変更（システム正式名称記載なし）
記載なし | 記載なし | IVCにおける滞納請求時の払込処理手数料計上ロジックの金額パラメータを300円に変更（システム正式名称記載なし）
記載なし | 記載なし | ChronosPaymentにおける払込処理手数料金額表示を200円→300円に変更（システム正式名称記載なし）
記載なし | 記載なし | ChronosPaymentにおける支払方法別払込処理手数料計上処理の金額を300円に変更（システム正式名称記載なし）
記載なし | 記載なし | My SoftBankフロント画面での払込処理手数料表示を200円/220円→300円/330円に変更（システム名記載なし）
記載なし | 記載なし | My Y!mobileフロント画面での払込処理手数料表示を200円/220円→300円/330円に変更（システム名記載なし）
記載なし | 記載なし | LINEMOメニュー画面での払込処理手数料表示を200円/220円→300円/330円に変更（システム名記載なし）
記載なし | 記載なし | 社内ナレッジページの払込処理手数料説明文中の金額を200円→300円に変更（システム名記載なし）
記載なし | 記載なし | ログジェネ関連画面の払込処理手数料金額表示を200円→300円に変更（システム名記載なし）
記載なし | 記載なし | SMSテンプレート文面に記載の払込処理手数料金額を300円に変更（システム名記載なし）
記載なし | 記載なし | サポートページ上の払込処理手数料説明の金額表記を200円→300円・220円→330円に変更（システム名記載なし）
記載なし | 記載なし | 公式FAQ内の払込処理手数料金額表記を200円→300円・220円→330円に変更（システム名記載なし）
2025050800007 | 記載なし | その他システムの改修内容は資料に記載なし
2025051500010 | OSS（オンライン同意サイト） | 招待コード入力画面とCASIS認証画面を実装しMSN単位でログイン制御する
2025051500010 | OSS（オンライン同意サイト） | CASIS認証結果から同姓・同住所チェックを行いNG時に家族割申込を破棄する
2025051500010 | OSS（オンライン同意サイト） | 招待コードの形式・有効期限・多重利用チェックを実装しエラー時に案内表示する
2025051500010 | OSS（オンライン同意サイト） | 同意内容確認画面で家族割情報照会同意・代表回線了承を取得し同意結果を保持する
2025051500010 | OSS（オンライン同意サイト） | 同意結果・エラー内容をCCOCおよびOLSへ連携するIFを実装し履歴登録を行う
2025051500010 | OSS（オンライン同意サイト） | 家族割同意状況を照会できるインタフェースを個人ページ用に提供する
2025052000012 | IRIS | 店頭スマホサポート登録画面で親「操作案内」選択時に子メニュー一覧を表示し必須選択とする改修
2025052000012 | IRIS | 申込内容確認画面にて選択された子メニュー名を「操作案内（○○/○○）」形式で表示する処理追加
2025052000012 | IRIS | 店頭スマホサポート関連帳票出力処理で子メニュー名を印字し「/」区切りで並列表記するロジック追加
2025052000012 | IRIS | DWH連携IFにて操作案内の有料・無料子メニュー名を新設項目へマッピングし送信する処理追加
2025052000012 | IRIS | 子メニューがMARS_M00306上で21個以上設定された場合に後続連携を行わず受付を制御するチェック追加
2025052000012 | NIKOLAI | サポート履歴照会画面で操作案内選択時に子メニュー名を取得し「操作案内（○○/○○）」形式で表示する改修
2025052600005 | PPAP（正式名称記載なし） | 1回線目本人確認画像登録時にSCCMメタ情報にTxnIDとS#①を付与して画像登録する処理を追加する
2025052600005 | PPAP（正式名称記載なし） | 2回線目登録時に1回線目のSCCMファイルIDを用いてメタ情報をTxnID・S#①・S#②に更新する処理を追加する
2025052600005 | 統合履歴（システム名不明） | 2回線目の本人確認アップロードスキップ内容を特定文言で記録する統合履歴登録処理を追加する
2025052600005 | 統合履歴（システム名不明） | 1回線目について業務側直投後に恒久対応で画像コピーされた事実を連携できるメタ情報項目を追加する
2025052600005 | 未確定システム（SCCM候補） | 1回線目SCCM格納画像を参照し2回線目にも同一画像をコピー格納する画像コピー処理を実装する
2025052600005 | NFA_M00632 | 家族割受付履歴のマートb_nfa_mysb_家族割引履歴に事業者003と同意種別001家族割でデータ抽出設定を行う
2025052600005 | COP_M00365 | 家族割申込時に指定既存回線MSNが自網か他網かを判定し他網の場合にOLSへアラート情報を返却する機能を追加する
2025052600005 | COP_M00365 | 機種変更・番号移行のログイン時に契約者氏名住所変更有無を照会し変更なしの場合に本人確認スキップ判定を返却する
2025052600005 | CindyM_M00648 | 家族割オンライン同意用招待コードメールを申込回線へ送信しコンタクト履歴へ自動登録する機能を追加する
2025052600005 | CindyM_M00648 | 既存回線向けオンライン同意取得SMSを送信しURLや招待コード情報を含めるテンプレートを追加する
2025052600005 | CindyM_M00648 | 招待コードメール・SMSの再送機能を実装し再送時も同一招待コードで送信する制御を追加する
2025052600005 | CindyM_M00648 | オンライン同意未完了時に既存回線へ2日毎に最大3回リマインドSMSを自動送信するスケジュール機能を追加する
2025052600005 | CindyM_M00648 | 同意未取得により回線契約キャンセル時に申込回線と既存回線へキャンセル通知メール・SMSを送信する機能を追加する
2025052600005 | CindyM_M00648 | 家族証明書類審査NG時に審査結果NG理由を含むメールを申込回線へ送信しOSS履歴と整合させる機能を実装する
2025052600005 | Veritas_M00413 | オンライン同意サイトでCASIS認証情報に基づく家族割同意状況と同意者属性を管理テーブルに保持する処理を追加する
2025052600005 | オンライン同意サイト（システム名不明） | ログイン時にCASIS認証で同意対象MSN本人を確認し家族割条件チェックを実施する機能を追加する
2025052600005 | オンライン同意サイト（システム名不明） | 招待コード入力画面で6桁数字チェック・有効期限・誤入力回数制限を実装するバリデーションを追加する
2025052600005 | オンライン同意サイト（システム名不明） | 同意内容確認画面で家族割代表回線となることなど同意文言を表示し同意結果を保持する機能を実装する
2025052600005 | OSS（システム名不明） | SB-OLSから家族証明書類読込有無を受領し書類審査の対象可否を判定する項目を追加する
2025052600005 | OSS（システム名不明） | 家族証明書類審査結果（OK/NG）をSB-OLSへ返却し履歴としてKIIRO帳票に反映するIFを実装する
2025052600005 | OSS（個人ページ想定） | 家族割同意状況を照会可能とする画面・検索条件・出力項目を新設する
2025052600005 | KIIRO_M00487 | MySB等からの家族割申込内容を事業法帳票へ印字し新みんな家族割情報を料金一覧・CP別紙へ出力する機能を追加する
記載なし | PPAP（本人確認基盤・中央管理システム） | Web・メール・アプリからの本人確認リクエスト受付機能とMy SoftBankアプリ呼び出し遷移を実装
記載なし | PPAP（本人確認基盤・中央管理システム） | 本人確認トランザクションID発行・有効性チェック・ステータス管理ロジックを追加実装
記載なし | PPAP（本人確認基盤・中央管理システム） | JPKIおよびLiquidからの本人確認結果受信APIを新規実装しIC情報等を格納
記載なし | PPAP（本人確認基盤・中央管理システム） | 基本4情報要求APIを書類別に拡張し暗号化TxnIdから情報返却処理を追加実装
記載なし | PPAP（本人確認基盤・中央管理システム） | 本人確認結果をサービスフロント向けに連携するIFを拡張し属性項目を追加
記載なし | PPAP（本人確認基盤・中央管理システム） | 本人確認結果を審査PF_M00555に連携するAPIで書類・在留情報等属性返却を実装
記載なし | PPAP（本人確認基盤・中央管理システム） | 本人確認履歴の保存テーブルを拡張し全方式共通必要属性を保持
記載なし | PPAP（本人確認基盤・中央管理システム） | 本人確認履歴のDWH_M00853向け出力バッチを実装し定期連携を行う
記載なし | PPAP（本人確認基盤・中央管理システム） | 滞留トランザクションの有効期限判定とステータス「51:トランザクション有効期限切れ」更新処理を実装
記載なし | PPAP（本人確認基盤・中央管理システム） | 暗号鍵作成APIでシステムID単位の公開鍵・秘密鍵生成と管理機能を追加
記載なし | My SoftBankアプリ | 公的個人認証およびIC情報＋容貌の画像による本人確認画面フローと機能一式を実装
記載なし | My SoftBankアプリ | マイナンバーカード（公的個人認証）向け暗証番号入力・IC読み取り・JPKI連携処理を実装
記載なし | My SoftBankアプリ | マイナンバーカード（IC＋容貌）向け照合番号B入力画面とLiquid SDKによる読取・顔撮影機能を追加
記載なし | My SoftBankアプリ | 運転免許証の暗証番号1・2入力画面とIC読み取り・セルフィー撮影フローを実装
記載なし | My SoftBankアプリ | 在留カード・特別永住者証明書のカード番号入力・IC読み取り・セルフィー撮影フローを実装
記載なし | My SoftBankアプリ | IC読み取り後の氏名・住所等表示画面を実装し現住所一致確認と別書類誘導ロジックを追加
記載なし | My SoftBankアプリ | 運転免許証の外字部分画像取得とOCR実行・結果フィルイン、外字時の別書類誘導処理を実装
記載なし | My SoftBankアプリ | 在留カード・特別永住者証明書の表面画像からのOCR読み取り機能と確認画面への貼り付けを実装
記載なし | My SoftBankアプリ | OSバージョンに応じた注意文言表示と推奨環境案内を実装し動作制御は行わない仕様とする
記載なし | CTJ | JPKI連携モジュールでマイナンバーカード署名用電子証明書の暗証番号認証とIC情報取得処理を実装
記載なし | Liquid（システム名表記記載なし） | IC情報＋容貌の画像方式向けSDKでIC読み取り・顔照合・ランダム動作要求ロジックを実装
記載なし | 審査PF_M00555 | PPAPからの本人確認結果受信インターフェースを拡張し氏名・在留資格・在留期間等を受領・参照可能にする
記載なし | CCOC_M00321 | 申込時顧客入力情報とICチップ券面画像・セルフィー画像との突合チェックロジックを実装（案2前提）
記載なし | Veritas_M00413 | 不正検知に利用する本人確認属性（方式種別・画像情報等）の格納・参照機能を追加
記載なし | OLS_M00494（SB OLS） | 本人確認方法選択画面とMy SoftBankアプリ呼び出し待機画面・読取結果確認画面を実装
記載なし | OLS_M00494（YM OLS） | 複数回線同時申込時に本人確認ワンスオンリー化し共通基盤TxnIdを共有利用する処理を実装
記載なし | OLS_M00494（LM OLS） | IC情報＋容貌方式および公的個人認証の選択肢表示と本人限定郵便非提供ロジックを実装
記載なし | Cafe_M00875 | 本人確認後の審査・登録連携フローにおける基本4情報受信と登録要求処理を拡張
記載なし | COP_M00365 | 禁則文字変換済氏名・住所の格納項目を追加しPPAPからの連携データを取り込む処理を実装
記載なし | Kiwi_M00672 | 社外GWとしてICチップ情報検証APIを実装しPPAPからの真正性確認要求を受け付ける
記載なし | NFA_M00632 | トランザクションベースでの本人確認履歴分析用にPPAPからのDWH経由データ活用ロジックを実装
記載なし | MARS_M00306 | 本人確認結果を用いた割賦・与信審査で在留期間・在留資格・有効期限等を参照する機能を追加
記載なし | SCCM（記載名称） | PPAPからの後処理API呼び出しにより本人確認関連設定の反映フローを実装
記載なし | 事業者識別子管理（システム名記載） | PPAPからの後処理APIで本人確認実施チャネル・事業者情報の紐付けを実装
記載なし | Ginger_M00306相当（Ginger） | PPAPからの後処理APIで本人確認結果の一部を登録し顧客基盤照会機能を拡張
記載なし | SB OLSフロント | 本人確認方法案内画面でハ方式・ト方式・ヘ方式提供有無を表示しユーザー選択ロジックを実装
記載なし | YM OLSフロント | 本人確認完了後の申込情報確認画面に基本4情報を自動フィルインし不足情報入力欄を追加
記載なし | LM OLSフロント | 在留カード・特別永住者証明書使用時の「住所が表面に記載されているか」確認画面と分岐を実装
記載なし | LM譲渡フロント | My SoftBankアプリでの本人確認を組み込んだ譲渡手続きフローと戻り先制御を実装
記載なし | BFF（バックエンド for フロント） | ブラウザとPPAP間の本人確認リクエスト・結果取得API統合レイヤーを実装
記載なし | 記載なし | 料金プラン系画面の有効日欄を選択制とし選択肢に応じ日付自動設定を行う
記載なし | 記載なし | テザリング系画面の有効日欄を選択制とし選択肢に応じ処理日等を自動設定する
記載なし | 記載なし | 即時オプション系画面の有効日欄を即時等選択肢からの自動日付設定に変更する
記載なし | 記載なし | 家族割引03変更・05削除画面の適用日欄に選択肢を追加し翌請求起算日等を自動設定する
記載なし | 記載なし | 家族割引07採番登録・08追加登録画面の適用日欄に即時等の選択入力機能を追加する
記載なし | 記載なし | 家族割引09リンク変更・10リンク採番変更画面の適用日欄を選択制とし請求起算日を自動設定する
記載なし | 記載なし | 家族割引06取消・11リンク採番取消画面の適用日欄は非活性とし本改修対象外とする制御を維持する
記載なし | 記載なし | データシェア登録更新画面の有効日欄で処理日以前入力時にエラー表示するロジックを追加する
記載なし | 記載なし | G#プロダクト登録更新データシェアグループ画面の有効日欄で処理日前日付入力時にエラーを表示する
記載なし | 記載なし | データシェア関連画面で有効日欄が空欄のまま登録押下時に処理日を自動設定する制御を追加する
記載なし | 記載なし | 各対象画面で「翌請求起算日」等の選択肢と日付定義の対応テーブルを実装する
2025053000010 | NFA_M00632 | OLSから連携される追加新規家族割申込情報を受信し家族割グループ作成・追加処理を実行
2025053000010 | NFA_M00632 | ログイン回線の家族割代表/非代表・G#内回線数情報をOLS照会用に提供するIFを追加
2025053000010 | CindyM_M00648 | 家族割オンライン同意や追加新規書類スキップに関する通知メール送信と履歴記録を実装
記載なし | CCOC_M00321 | キャンペーン適用画面から起動する重複チェックツール起動画面を追加実装
記載なし | CCOC_M00321 | MSN入力により既存使用者情報とMSNを検索し重複適用状況を表示する機能を追加
記載なし | CCOC_M00321 | 使用者カナ氏名または氏名と生年月日2点一致で新使用者情報を検索し結果一覧を表示する機能を追加
記載なし | CCOC_M00321 | 適用済みの場合に対象契約のMSNおよびS#を表示し重複適用判断を促すメッセージを表示する機能を追加
記載なし | CCOC_M00321 | 未適用の場合に「未適用です。」と表示し重複なし状態を空欄表示とする画面レイアウトを実装
記載なし | CCOC_M00321 | イレギュラー時に重複適用を許容するため乗り越え可能なアラートダイアログを表示する処理を追加
記載なし | CCOC_M00321 | チェック完了後に「チェック完了しました」「確認しました」等の状態を保持・表示する確認用UIを追加
記載なし | OLS_M00494 | 審査行程中に申込情報保持DBへ申込データを登録する処理を追加
記載なし | OLS_M00494 | 審査時に申込情報保持DBから過去申込データを取得し照合する処理を追加
記載なし | OLS_M00494 | 名前・生年月日・住所を正規化し類似マッチングする名寄せ機能を追加
記載なし | OLS_M00494 | 名寄せ結果で同一人物と判断した申込の割賦残債を合算するロジックを追加
記載なし | OLS_M00494 | 合算した割賦残債と回線数を上限値と比較しNG判定を返却するロジックを追加
記載なし | CCOC_M00321 | キャンセル発生時にキャンセル情報を受信しDB削除指示を行う連携処理を追加
記載なし | CCOC_M00321 | キャンセル連携用インタフェースで当該申込情報を保持DBから削除する処理を追加
20250627000052 | OLS_M00494 | OLSレジのagency-id判定機能により特典同梱フラグを自動付与する処理を追加
20250627000052 | OLS_M00494 | 対象スキーム申込時に分割支払方法から48回割賦を非表示とし24回・一括のみ選択可能に制御
20250627000052 | OLS_M00494 | 併用不可キャンペーンの特典パックコード一覧を参照し対象施策との同時適用を排他制御するロジックを追加
20250627000052 | OLS_M00494 | 管理画面でagency-idごとに特典（同梱物）を設定・変更できる画面項目と設定機能を追加
20250627000052 | OLS_M00494 | 新規契約向け完了メールテンプレートに特典イベント申込用URLをparam制御で追記可能とする文言項目を追加
20250627000052 | OLS_M00494 | 個人契約・対象契約種別・自宅受け取り除外条件を判定し本スキーム対象可否を決定するチェック処理を追加
記載なし | Chronos Billing_M00312 | 滞納請求書発行ロジックで通常請求が窓口手数料無料の場合に払込処理手数料を追加請求する処理を追加
記載なし | Chronos Billing_M00312 | 通常請求時の窓口請求（発行手数料あり）に対し事業者06・20の払込処理手数料を請求対象とする条件を追加
記載なし | Chronos Billing_M00312 | 請求書タイプコードと通常請求時手数料有無フラグを組み合わせて滞納時払込処理手数料有無を判定するロジックに変更
記載なし | Chronos Billing_M00312 | 事業者コード単位の払込処理手数料徴収条件テーブルをでんき・ガス以外で統一するようマスタ定義を変更
記載なし | Chronos Payment_M00312 | 滞納請求時に新たに発生する払込処理手数料を支払処理明細に計上し入金消込に反映する処理を追加
記載なし | OLS_M00494 | アクセサリー単体申込画面にクレカ選択とオーソリ処理を再度有効化する変更
記載なし | OLS_M00494 | アクセサリー単体導線の入力画面にCPコード入力欄を追加し検証ロジックを実装
記載なし | OLS_M00494 | アクセサリー単体導線においてinflowSiteCdをセッション引継ぎ保存する処理を追加
記載なし | OLS_M00494 | SIMフリー端末購入完了画面にSIM単体導線バナーをカテゴリ条件で出し分け表示する処理を追加
記載なし | OLS_M00494 | PC/SP別のSIM訴求バナー画像と指定URLへのリンク設定を完了画面に組み込む改修
記載なし | OLS_M00494 | 「高額商品」判定用マスタをアクセサリー用として保持し割賦可否を制御するロジックを追加
記載なし | OLS_M00494 | SB初回契約日を基準とした経過日数で割賦を一括払いへ変更する挙動を追加
記載なし | OLS_M00494 | 割賦登録がない商品についてカート非経由で購入完了できる申込フローを追加
記載なし | MARS_M00306 | SIMフリー端末をアクセサリ区分としてマスタ登録し在庫と商品属性を整理する設定変更
記載なし | MARS_M00306 | SIMフリー端末の商品コードを移動機用とアクセサリー用で別コードとして登録するデータ設定
2025080400009 | 記載なし | MIDORI-WEB一般権限画面ででんき契約照会・変更ボタンを表示に変更
2025080400009 | 記載なし | MIDORI-WEB一般権限画面ででんき詳細更新ボタンを表示に変更
2025080400009 | 記載なし | MIDORI-WEB一般権限画面で小売連携後キャンセルボタンを非表示に変更
2025080400009 | 記載なし | MIDORI-WEB一般権限画面で使用量のお知らせ再発行ボタンを非表示に変更
2025080400009 | 記載なし | MIDORI-WEB一般権限画面で各種変更Web受付検索ボタンを非表示に変更
2025080400009 | 記載なし | MIDORI-WEB一般権限画面で各種変更Web受付一覧検索ボタンを非表示に変更
2025080400009 | 記載なし | MIDORI-WEB一般権限画面で各種変更Web受付一括更新ボタンを非表示に変更
2025080400009 | 記載なし | MIDORI-WEB一般権限画面で引越し先Web受付情報更新ボタンを非表示に変更
2025080400009 | 記載なし | MIDORI-WEB一般権限画面で引越し先Web受付情報更新結果検索ボタンを非表示に変更
2025080400009 | 記載なし | MIDORI-WEB一般権限画面で引越し先Web受付情報更新ファイルアップロードを非表示に変更
2025080400009 | 記載なし | MIDORI-WEB一般権限画面で新規再点Web受付情報更新ボタンを非表示に変更
2025080400009 | 記載なし | MIDORI-WEB一般権限画面で新規再点Web受付情報更新結果検索ボタンを非表示に変更
2025080400009 | 記載なし | MIDORI-WEB一般権限画面で新規再点Web設備情報更新ボタンを非表示に変更
2025080400009 | 記載なし | MIDORI-WEB一般権限画面で新規再点Web設備情報更新結果検索ボタンを非表示に変更
2025080400009 | 記載なし | MIDORI-WEB一般権限画面で新規再点Web設備情報更新ファイルアップロードを非表示に変更
2025080400009 | 記載なし | MIDORI-WEB一般権限画面で緊急停止ボタンを非表示に変更
2025080400009 | 記載なし | Corelis Care連携機能で顧客タブ削除時にMIDORI-WEB顧客画面自動削除処理を追加
2025080400009 | 記載なし | Corelis Care連携起動機能でMIDORI-WEBを一般権限で起動する制御を追加
2025080400009 | 記載なし | MIDORI-WEB手続き画面にモバイル契約者名と入金状況（滞納／支払い済）表示項目を追加
2025080500010／2025080500011 | NFA_M00632 | 本登録チャネルマスタにYJ・YSHP・Amazon用レコードを追加定義
2025080500010／2025080500011 | NFA_M00632 | メール制御マスタにフロー・取次店別メール送信設定を追加
2025080500010／2025080500011 | NFA_M00632 | フロントから受信する登録情報付加データ連携項目を追加
2025080500010／2025080500011 | YMOLS | eSIM端末セット受付機能に直販・YJ・YSHP・Amazon取次店設定を追加
2025080500010／2025080500011 | YMOLS | Yahoo!ショッピング受付で請求先コード「請求なし（割賦）」を参照する処理を追加
2025080500010／2025080500011 | YMOLS | OLS-Care画面にYahoo!ショッピング用注文IDおよびyshp商品コードを表示
2025080500010／2025080500011 | MARS_M00306 | Yahoo!ショッピング店向けeSIM端末セット用マスタレコードを追加登録
2025080500010 | YMOLS | Yahoo!ショッピング店受付分の支払い無割賦用請求先コード「請求なし（割賦）」を設定
2025080500010 | YMOLS | Yahoo!ショッピング受付データから登録情報付加マスタ経由でNFA連携項目を付加
2025080500010 | MARS_M00306 | Yahoo!ショッピング店向けeSIM端末セット用マスタレコードを追加登録
2025080500010 | MARS_M00306 | Yahoo!ショッピング店用在庫棚を設定しeSIM端末セット在庫枠を紐付け
2025080500010 | MARS_M00306 | Amazon店用在庫棚を設定しeSIM端末セット在庫枠を紐付け
記載なし | NFA_M00632 | YM向けメール#_NFA409テンプレートに{v001}項目を追加し文言制御可能化
記載なし | NFA_M00632 | YM向けメール#_NFA422テンプレートに{v007}項目を追加し文言制御可能化
記載なし | NFA_M00632 | YM向けメール#_NFA809テンプレートに{v001}項目を追加し文言制御可能化
記載なし | NFA_M00632 | YM向けメール#_NFA852テンプレートに{v007}項目を追加し文言制御可能化
記載なし | NFA_M00632 | YM向けメール#_NFA853テンプレートに{v007}項目を追加し文言制御可能化
記載なし | NFA_M00632 | LINEMO向けメール#_NFW419テンプレートに{v00x}項目を追加し文言制御可能化
記載なし | 記載なし（YMOLS） | システム名のみ記載あり、具体的改修内容の記載なし
記載なし | 記載なし（LMOLS） | システム名のみ記載あり、具体的改修内容の記載なし
記載なし | 記載なし（PPMA） | システム名のみ記載あり、具体的改修内容の記載なし
2025101400007 | SB-OLS（ORS含む） | YMOLS申込区分選択画面にeSIM単体持込機種変更e→e選択肢を追加し受付制御を実装
2025101400007 | SB-OLS（ORS含む） | eSIM→eSIM持込機種変更用情報入力画面でメールアドレス入力とOTP認証項目を追加
2025101400007 | SB-OLS（ORS含む） | pSIM→eSIM持込機種変更同等の注意事項・同意文言を確認同意画面に表示し同意取得処理を追加
2025101400007 | OLﾌﾛﾝﾄ | CASIS Lv2認証を呼び出しeSIM単体機種変更時に回線所持認証を必須実行する制御を実装
2025101400007 | OLﾌﾛﾝﾄ | 受付対象判定ロジックに契約者年齢・YMOLS申込回数・回線状態等の受付不可条件を追加
2025101400007 | NFA | eSIM単体持込機種変更申込データに対し既存pSIM→eSIM同等の審査フローを適用し結果を返却
2025101400007 | NFA | 審査完了日を起点とした強制キャンセル6日ロジックをeSIM単体機種変更案件に紐づけ実行
2025101400007 | OLS-Care | eSIM単体持込機種変更申込の不備発生時に不備修正ページへ遷移可能な案内と受付情報連携を実装
2025101400007 | OLS-Care | eSIM単体持込機種変更の任意キャンセルおよび8日間キャンセル受付処理を追加
