案件管理番号,案件名,システム名,対応内容,合計工数（人月）,工数（人月）
2025080500010,【NFA改善枠】eSIM端末セット受付チャネルの拡張①（YJ）,NFA_M00632,メール制御マスタに取次店別フローを追加し送信メール種別を制御,2.11,1.05
2025092400001,【OLS】IDPWリカバリ時の離脱防止,CASIS_M00125,SB向けIDリカバリ最終画面の遷移ボタン文言とリンク先をOLSログイン画面に変更,4,0.2
2025092400001,【OLS】IDPWリカバリ時の離脱防止,CASIS_M00125,SB向けPWリカバリ最終画面の遷移ボタン文言とリンク先をOLSログイン画面に変更,4,0.2
2025092400001,【OLS】IDPWリカバリ時の離脱防止,CASIS_M00125,SB OLSログイン画面で認証成功時に機種変更・番号移行等の続きページへ復帰させる遷移制御を追加,4,0.47
2025092400001,【OLS】IDPWリカバリ時の離脱防止,CASIS_M00125,YM向けIDリカバリ最終画面の「ログイン画面に戻る」ボタン遷移先をYM OLSログイン画面に変更,4,0.17
2025092400001,【OLS】IDPWリカバリ時の離脱防止,CASIS_M00125,YM OLSログイン画面で認証成功時に機種変更・番号移行・追加新規等の続きページへ遷移させる制御を追加,4,0.47
2025092400001,【OLS】IDPWリカバリ時の離脱防止,CASIS_M00125,LINEMO向けID/PWリカバリ最終画面の「ログイン画面に戻る」ボタン遷移先をLINEMO OLSログイン画面に変更,4,0.23
2025092400001,【OLS】IDPWリカバリ時の離脱防止,CASIS_M00125,LINEMO OLSログイン画面で認証成功時に番号移行・追加新規等の続きページへ遷移させる制御を追加,4,0.47
2025092400001,【OLS】IDPWリカバリ時の離脱防止,CASIS_M00125,各ブランド共通で端末情報・手続き内容を保持し続きページに引き継ぐセッション管理ロジックを改修,4,1.79
2025101400007,【YM】OLS持込機種変更受付（e→e）,CaMP_M00053,YMOLS公式店VZ7X11166でのeSIM単体機種変更に対し継続手数料半額計上ロジックを適用,0.2,0.2
2025112000011,【S-out】LINE通知メッセージ配信終了対応,OLS_M00494,SBOLSのLINE通知設定管理画面から関連メニュー・項目を削除,1.92,0.38
2025112000011,【S-out】LINE通知メッセージ配信終了対応,OLS_M00494,SBOLSのLINE通知配信用バッチ処理を停止しジョブ定義を削除,1.92,1.54
2025121000011,【OLS】追加新規 / 複数台同時申込②,OLS_M00494,追加新規の契約区分選択画面に家族割手上げ有無の選択項目を追加実装,37.69,1.86
2025121000011,【OLS】追加新規 / 複数台同時申込②,OLS_M00494,追加新規のプラン選択画面で家族割グループ回線数に応じた割引額を動的表示,37.69,2.8
2025121000011,【OLS】追加新規 / 複数台同時申込②,OLS_M00494,追加新規の家族情報入力画面で代表回線契約者＝ログイン回線契約者時に入力スキップ制御,37.69,0.95
2025121000011,【OLS】追加新規 / 複数台同時申込②,OLS_M00494,追加新規の規約同意画面に家族割規約表示と同意取得処理を追加,37.69,1.1
2025121000011,【OLS】追加新規 / 複数台同時申込②,OLS_M00494,追加新規の内容確認画面に新みんな家族割の割引額表示と合計額反映ロジックを追加,37.69,2.6
2025121000011,【OLS】追加新規 / 複数台同時申込②,OLS_M00494,追加新規の内容確認画面でB#統合可否に応じクレジットカード入力欄表示制御を実装,37.69,1.29
2025121000011,【OLS】追加新規 / 複数台同時申込②,OLS_M00494,複数回線申込のプラン選択画面でプラスワンの家族割手上げチェックボックスを追加,37.69,0.95
2025121000011,【OLS】追加新規 / 複数台同時申込②,OLS_M00494,複数回線申込で1回線目手上げ時に2回線目へ代表電話番号フィルイン処理を追加,37.69,1.18
2025121000011,【OLS】追加新規 / 複数台同時申込②,OLS_M00494,複数回線申込で両回線手上げ時に家族情報入力画面をスキップし確認画面に1回線目情報表示,37.69,1.48
2025121000011,【OLS】追加新規 / 複数台同時申込②,OLS_M00494,ログイン回線の家族割グループ回線数・種別取得による受付可否分岐ロジックを実装,37.69,2.6
2025121000011,【OLS】追加新規 / 複数台同時申込②,OLS_M00494,グループ10回線以上の場合に家族割受付UIを非表示とし申込を不可とする制御を実装,37.69,0.76
2025121000011,【OLS】追加新規 / 複数台同時申込②,OLS_M00494,代表/子回線別にオンライン同意要否を制御しメール送信トリガーを実装,37.69,1.54
2025121000011,【OLS】追加新規 / 複数台同時申込②,OLS_M00494,家族割申込時の家族割情報を個人ページメイン画面に表示する項目を追加,37.69,1.19
2025121000011,【OLS】追加新規 / 複数台同時申込②,OLS_M00494,家族割申込時の家族割情報を管理画面伝票詳細に出力する項目を追加,37.69,0.95
2025121000011,【OLS】追加新規 / 複数台同時申込②,OLS_M00494,プラン画面に家族割訴求バナーを追加し対象外プラン時にのみ表示制御,37.69,0.95
2025121000011,【OLS】追加新規 / 複数台同時申込②,OLS_M00494,ログイン回線・申込回線のプラン組合せ別に割引表示パターンを制御するロジックを追加,37.69,1.67
2025121000011,【OLS】追加新規 / 複数台同時申込②,OLS_M00494,C#統合可否を判定する名義・支払方法・住所生年月日条件チェック処理を実装,37.69,1.92
2025121000011,【OLS】追加新規 / 複数台同時申込②,OLS_M00494,B#統合可否を判定する名義・クレカ決済・請求住所一致チェック処理を実装,37.69,1.92
2025121000011,【OLS】追加新規 / 複数台同時申込②,OLS_M00494,C#のみ統合時にB#の新規入力必須とし書類スキップ可否を制御する処理を追加,37.69,1.42
2025121000011,【OLS】追加新規 / 複数台同時申込②,OLS_M00494,B#のみ統合時にC#新規登録とし書類スキップ不可とする制御ロジックを追加,37.69,1.42
2025121000011,【OLS】追加新規 / 複数台同時申込②,OLS_M00494,C#・B#両統合時に支払情報入力を不要とし書類スキップ可とする処理を追加,37.69,1.48
2025121000011,【OLS】追加新規 / 複数台同時申込②,OLS_M00494,C#・B#統合不可時に両方の支払情報入力と書類提出を必須とする制御を実装,37.69,1.48
2025121000011,【OLS】追加新規 / 複数台同時申込②,OLS_M00494,複数回線申込で1回線目手上げなし時に2回線目のデフォルトチェックを外す制御を追加,37.69,0.83
2025121000011,【OLS】追加新規 / 複数台同時申込②,OLS_M00494,両回線手上げなしで両回線開通後に家族割案内メール送信フラグを設定する機能を追加,37.69,1.18
2025121000011,【OLS】追加新規 / 複数台同時申込②,OLS_M00494,複数回線申込の確認画面で両回線手上げ時の家族情報表示有無を制御する処理を実装,37.69,1.25
2025121000011,【OLS】追加新規 / 複数台同時申込②,OLS_M00494,アプリ起点パラメータあり時の複数回線画面ラベル制御は別案件へ移管するため既存ロジック調整,37.69,0.92
